357.2406635284424,0,4276.078491576672
391.4276931285858,0,4361.029628814133
332.66376185417175,0,4389.719412136332
403.2058663368225,0,4389.719412136332
347.64907336235046,0,4276.078491576672
376.8816292285919,1,6652.872493820505
425.3911108970642,1,5413.601631204303
471.92494559288025,1,6757.540428873697
449.6892578601837,1,4276.078491576672
453.47480821609497,1,4384.681054163409
498.4180200099945,2,4276.078491576672
619.7207968235016,2,3258.1899477566726
527.1781859397888,2,4276.078491576672
610.4202816486359,2,4384.681054163409
518.0687828063965,2,5510.960243697886
956.2546055316925,3,4353.960506907176
726.8961656093597,3,4276.078491576672
777.333291053772,3,4276.078491576672
939.928227186203,3,3258.1899477566726
856.1433973312378,3,4276.078491576672
603.0492570400238,4,4276.078491576672
518.1301925182343,4,4276.078491576672
590.9271304607391,4,4276.078491576672
581.0315983295441,4,4276.078491576672
551.1364302635193,4,4389.719412136332
620.2291550636292,5,4276.078491576672
605.4869782924652,5,4276.078491576672
569.0607492923737,5,4276.078491576672
698.2446558475494,5,5431.231874990883
578.6970241069794,5,4361.029628814133
1255.3728573322296,6,4276.078491576672
1236.2665586471558,6,4276.078491576672
1179.6574239730835,6,4316.3277151716675
1207.6736464500427,6,5487.520735220869
1205.8670177459717,6,5407.6079559563295
1219.7205410003662,7,4276.078491576672
1297.0508363246918,7,4276.078491576672
1261.3961718082428,7,4276.078491576671
1188.1748869419098,7,4276.078491576672
1341.6178603172302,7,6540.204350596247
854.1552300453186,8,4276.078491576672
1005.2437434196472,8,5482.869862462092
854.799236536026,8,6614.399326841751
914.0275738239288,8,4276.078491576672
795.9895193576813,8,4276.078491576672
